RSC ID,Player Name,Franchise,Team,Base MMR,Current MMR,Contract Status,Contract Length,Waiver End,Tier,Captain
RSC002413,dafiya711,The Jungle,Toucans,1285,1285,Rostered,2,,Challenger,TRUE
RSC008249,imtobad00,The Jungle,Toucans,1280,1280,Rostered,2,,Challenger,FALSE
RSC008556,jizko,The Jungle,Toucans,1270,1270,Rostered,1,,Challenger,FALSE
RSC007502,SleepyCrimson_,The Jungle,Okapis,1215,1215,Rostered,2,,Prospect,FALSE
RSC000347,Chris.,The Jungle,Okapis,1190,1190,Rostered,2,,Prospect,TRUE
RSC006353,Novarchite,The Jungle,Okapis,1160,1160,Rostered,1,,Prospect,FALSE
RSC013052,Drippin_Ice1,The Jungle,Okapis,1105,1105,Rostered,2,,Prospect,FALSE
RSC003334,vidhawk rl,The King's Court,Lords,1895,1895,Rostered,1,,Premier,TRUE
RSC008244,Oghma,The King's Court,Lords,1890,1890,Rostered,2,,Premier,FALSE
RSC004215,Tsheg,The King's Court,Lords,1835,1835,Rostered,2,2026-05-24T12:00:00-04:00,Premier,FALSE
RSC008576,Sangani,The King's Court,Lords,1780,1780,Rostered,2,,Premier,FALSE
RSC005690,DQ.,The King's Court,Diplomats,1775,1775,Rostered,1,,Master,FALSE
RSC007269,Navik,The King's Court,Diplomats,1725,1725,Rostered,1,,Master,TRUE
RSC006494,Jimby,The King's Court,Diplomats,1670,1670,Rostered,2,,Master,FALSE
RSC005274,KING.,The King's Court,Diplomats,1660,1660,Rostered,2,,Master,FALSE
RSC005508,Lil Windex,The King's Court,Commanders,1645,1645,Rostered,2,,Elite,FALSE
RSC005375,Ay G.,The King's Court,Commanders,1635,1635,Rostered,2,,Elite,FALSE
RSC006947,HaZard,The King's Court,Commanders,1565,1565,Rostered,2,,Elite,TRUE
RSC010292,Swayyuh.,The King's Court,Commanders,1550,1550,Rostered,2,,Elite,FALSE
RSC008599,parka,The King's Court,Mages,1510,1510,Rostered,1,,Veteran,FALSE
RSC007720,trock,The King's Court,Mages,1500,1500,Rostered,1,,Veteran,FALSE
RSC007017,Speed_demon1215,The King's Court,Mages,1475,1475,Rostered,1,,Veteran,TRUE
RSC002230,Steem,The King's Court,Mages,1465,1465,Rostered,2,,Veteran,FALSE
RSC007132,D:,The King's Court,Guards,1420,1420,Rostered,2,,Rival,FALSE
RSC006639,Zxphyrs,The King's Court,Guards,1405,1405,Rostered,2,,Rival,TRUE
RSC008154,Blurrryy.,The King's Court,Guards,1370,1370,Rostered,2,,Rival,FALSE
RSC006372,x ARC Fives x,The King's Court,Guards,1285,1355,Rostered,2,,Rival,FALSE
RSC000379,DrizzyJ,The King's Court,Scribes,1325,1325,Rostered,1,,Challenger,TRUE
RSC008337,BBlaazee.,The King's Court,Scribes,1300,1300,Rostered,2,2026-06-07T12:00:00-04:00,Challenger,FALSE
RSC013668,JediPenguin_,The King's Court,Scribes,1265,1265,Rostered,2,2026-06-17T12:00:00-04:00,Challenger,FALSE
RSC003069,Emjay,The King's Court,Scribes,1225,1225,Rostered,2,,Challenger,FALSE
RSC012637,ShxdowBat,The King's Court,Merchants,1215,1215,Rostered,2,,Prospect,FALSE
RSC002663,Animosity,The King's Court,Merchants,1165,1165,Rostered,2,,Prospect,FALSE
RSC002408,Gmoney,The King's Court,Merchants,1150,1150,Rostered,2,,Prospect,FALSE
RSC000686,mom jeans xl,The King's Court,Merchants,1090,1120,Rostered,1,,Prospect,TRUE
RSC012867,waynswrld,The King's Court,Jesters,1060,1060,Rostered,2,2026-06-10T12:00:00-04:00,Contender,FALSE
RSC008327,tempo_rl_ttv,The King's Court,Jesters,1050,1050,Rostered,2,2026-05-24T12:00:00-04:00,Contender,FALSE
RSC008245,j_durv,The King's Court,Jesters,1045,1045,Rostered,2,2026-06-03T12:00:00-04:00,Contender,FALSE
RSC008130,BeardedFrodo1,The King's Court,Jesters,975,975,Rostered,2,2026-05-17T12:00:00-04:00,Contender,TRUE
RSC008601,Velocheerio,The Quad Dynasty,Wheelchairs,1655,1655,Rostered,2,,Elite,FALSE
RSC005491,Jackowanou,The Quad Dynasty,Wheelchairs,1640,1640,Rostered,1,,Elite,FALSE
RSC007187,Evil Gooby,The Quad Dynasty,Wheelchairs,1560,1560,Rostered,1,,Elite,TRUE
RSC008320,Jhammy.,The Quad Dynasty,Wheelchairs,1555,1555,Rostered,1,,Elite,FALSE
RSC000197,kareemostyle,The Quad Dynasty,Pushwalkers,1510,1510,Rostered,2,,Veteran,FALSE
RSC000203,FrostyBrew,The Quad Dynasty,Pushwalkers,1510,1510,Rostered,2,,Veteran,FALSE
RSC000649,JeiWoo,The Quad Dynasty,Pushwalkers,1475,1475,Rostered,1,,Veteran,TRUE
RSC013040,Jack Is Bxd,The Quad Dynasty,Pushwalkers,1455,1455,Rostered,1,,Veteran,FALSE
RSC007231,BlitzzyG,The Quad Dynasty,Quads,1440,1440,Rostered,2,,Rival,FALSE
RSC013105,ttv rapidsonn,The Quad Dynasty,Quads,1400,1400,Rostered,2,,Rival,FALSE
RSC008580,Seishir0_Nagii,The Quad Dynasty,Quads,1365,1365,Rostered,1,,Rival,TRUE
RSC006794,HI7MAN305,The Quad Dynasty,Quads,1345,1345,Rostered,2,,Rival,FALSE
RSC014010,ballerking2008,The Quad Dynasty,Flailers,1330,1330,Rostered,2,2026-05-24T12:00:00-04:00,Challenger,FALSE
RSC006212,Kingtutt97,The Quad Dynasty,Flailers,1290,1290,Rostered,2,,Challenger,FALSE
RSC000196,Hayhay21700,The Quad Dynasty,Flailers,1255,1255,Rostered,2,,Challenger,FALSE
RSC000111,Wheelchair {LFLegs},The Quad Dynasty,Flailers,1205,1250,Rostered,2,,Challenger,TRUE
RSC006814,OksanoNQ,The Quad Dynasty,Spastics,1200,1200,Rostered,2,,Prospect,TRUE
RSC005663,DaZed.Purity,The Quad Dynasty,Spastics,1175,1175,Rostered,2,,Prospect,FALSE
RSC003450,ChronoElevated,The Quad Dynasty,Spastics,1160,1160,Rostered,2,,Prospect,FALSE
RSC008543,xTiTax_,The Quad Dynasty,Spastics,1120,1120,Rostered,1,,Prospect,FALSE
RSC007372,oofitsfine,The Quad Dynasty,Rollers,1090,1090,Rostered,2,,Contender,TRUE
RSC007958,No Mechs. HELP,The Quad Dynasty,Rollers,1070,1070,Rostered,1,,Contender,FALSE
RSC005335,R4p,The Quad Dynasty,Rollers,975,975,Rostered,2,,Contender,FALSE
RSC013320,Sebulba.rl,The Quad Dynasty,Rollers,975,975,Rostered,2,,Contender,FALSE
RSC002888,Kri0s,The Rising,Olympic Knights,1750,1750,Rostered,2,,Master,TRUE
RSC001177,Calster,The Rising,Olympic Knights,1710,1710,Rostered,2,,Master,FALSE
RSC007098,mxg,The Rising,Olympic Knights,1690,1690,Rostered,2,,Master,FALSE
RSC000623,wall2wall3,The Rising,Olympic Knights,1685,1685,Rostered,1,,Master,FALSE
RSC005758,sYNXNZ.,The Rising,Peerless Scarred,1630,1630,Rostered,1,,Elite,FALSE
RSC008102,Talent?,The Rising,Peerless Scarred,1605,1605,Rostered,1,,Elite,FALSE
RSC005257,P0pfgf,The Rising,Peerless Scarred,1570,1570,Rostered,1,,Elite,FALSE
RSC007688,Yami ^^,The Rising,Peerless Scarred,1535,1565,Rostered,1,,Elite,TRUE
RSC008006,RXCKOMODE,The Rising,Sons of Ares,1485,1485,Rostered,2,,Veteran,FALSE
RSC007613,Squatch .,The Rising,Sons of Ares,1475,1475,Rostered,1,,Veteran,TRUE
RSC012652,blaiyzur,The Rising,Sons of Ares,1425,1460,Rostered,2,,Veteran,FALSE
RSC014128,Jnx-me,The Rising,Sons of Ares,1460,1460,Rostered,2,2026-06-07T12:00:00-04:00,Veteran,FALSE
RSC001330,Blissful Beluga,The Rising,Howlers,1440,1440,Rostered,1,,Rival,FALSE
RSC007861,xmanyaknow,The Rising,Howlers,1410,1410,Rostered,1,,Rival,FALSE
RSC006069,PoupSoup,The Rising,Howlers,1350,1350,Rostered,1,,Rival,TRUE
RSC013990,zBiokhem,The Rising,Howlers,1350,1350,Rostered,2,,Rival,FALSE
RSC005328,Agios MaIakas,The Rising,Dustwalkers,1335,1335,Rostered,2,,Challenger,FALSE
RSC013607,DLG Parzival,The Rising,Dustwalkers,1325,1325,Rostered,2,,Challenger,FALSE
RSC008518,mtl-lucky,The Rising,Dustwalkers,1265,1265,Rostered,1,,Challenger,FALSE
RSC006430,BARDOWNSKI .,The Rising,Dustwalkers,1230,1230,Renewed,1,,Challenger,TRUE
RSC014171,Parallax,The Rising,Red Legion,1210,1210,Rostered,2,,Prospect,FALSE
RSC012981,zZirellia,The Rising,Red Legion,1160,1160,Rostered,1,,Prospect,FALSE
RSC006667,GET2DACHOPPA5,The Rising,Red Legion,1140,1140,Rostered,1,,Prospect,TRUE
RSC000221,Treefrog,The Rising,Red Legion,1105,1105,Rostered,1,,Prospect,FALSE
RSC013118,popayes5,The Rising,Helldivers,1095,1095,Rostered,2,,Contender,FALSE
RSC006919,rinny_b0y,The Rising,Helldivers,1050,1050,Rostered,2,,Contender,TRUE
RSC008227,batman,The Rising,Helldivers,1015,1015,Rostered,2,,Contender,FALSE
RSC013796,S horty,The Rising,Helldivers,980,980,Rostered,2,,Contender,FALSE
RSC006484,AhmedSa-,The Romp,Tiny Terrors,1650,1650,Rostered,1,,Elite,FALSE
RSC014056,redwizard2you,The Romp,Tiny Terrors,1645,1645,Rostered,2,,Elite,FALSE
RSC006945,nuummite,The Romp,Tiny Terrors,1530,1565,Rostered,2,,Elite,TRUE
RSC014170,Ai0n,The Romp,Tiny Terrors,1545,1545,Rostered,2,,Elite,FALSE
RSC003618,Creature,The Romp,Tummy Tables,1505,1505,Rostered,1,,Veteran,FALSE
RSC006832,Bewear.,The Romp,Tummy Tables,1460,1460,Rostered,1,,Veteran,FALSE
RSC007202,GreatHonda,The Romp,Tummy Tables,1460,1460,Rostered,2,,Veteran,TRUE
RSC008557,lowcortisol lurx,The Romp,Tummy Tables,1445,1445,Rostered,2,,Veteran,FALSE
RSC000026,GoldeN,The Romp,Whisker Goblins,1410,1410,Rostered,2,,Rival,TRUE
RSC003367,OsoGhost,The Romp,Whisker Goblins,1380,1380,Rostered,2,2026-06-14T12:00:00-04:00,Rival,FALSE
RSC006678,EyeSucka,The Romp,Whisker Goblins,1365,1365,Rostered,1,,Rival,TRUE
RSC009746,Hoodie,The Romp,Whisker Goblins,1350,1350,Rostered,1,,Rival,FALSE
RSC005954,MainlyMapleSyrup,The Romp,Reef Gremlins,1325,1325,Rostered,1,,Challenger,FALSE
RSC002412,Rosefanatic3615,The Romp,Reef Gremlins,1315,1315,Rostered,1,,Challenger,FALSE
RSC005827,kyou,The Romp,Reef Gremlins,1265,1265,Rostered,2,,Challenger,FALSE
RSC006240,Canadian.,The Romp,Reef Gremlins,1250,1250,Rostered,2,,Challenger,TRUE
RSC007138,GFC-RAIDER,The Romp,River Wolves,1220,1220,Rostered,1,,Prospect,TRUE
RSC007297,diehard_mma,The Romp,River Wolves,1220,1220,Rostered,2,,Prospect,FALSE
RSC006784,KittyMeowMeow360,The Romp,River Wolves,1125,1125,Rostered,2,,Prospect,FALSE
RSC012108,CarlLion1,The Romp,River Wolves,1100,1100,Rostered,2,,Prospect,FALSE
RSC003743,n00bpr0n,The Romp,Squeaky Bandits,1095,1095,Rostered,2,,Contender,FALSE
RSC008153,Tyson_WA,The Romp,Squeaky Bandits,1045,1045,Rostered,2,,Contender,FALSE
RSC004012,kgfan3,The Romp,Squeaky Bandits,1030,1030,Rostered,2,,Contender,TRUE
RSC006256,Heimfari,The Romp,Squeaky Bandits,975,975,Rostered,1,,Contender,FALSE
RSC008193,RL Camaro,The Romp,Stream Rascals,905,905,Rostered,2,,Amateur,FALSE
RSC013639,Bobafett531132,The Romp,Stream Rascals,900,900,Rostered,2,,Amateur,FALSE
RSC012179,BeanBornito,The Romp,Stream Rascals,835,835,Rostered,2,,Amateur,FALSE
RSC008151,Extrakrispybecky,The Romp,Stream Rascals,715,750,Rostered,2,,Amateur,TRUE
RSC011728,RobinPW,The Shadows,Nightmare,1765,1765,Rostered,2,,Master,TRUE
RSC003125,GrandPlat,The Shadows,Nightmare,1750,1750,Rostered,2,,Master,FALSE
RSC004863,wicked,The Shadows,Nightmare,1675,1675,Rostered,2,,Master,FALSE
RSC005872,Ditto,The Shadows,Nightmare,1660,1660,Rostered,2,,Master,FALSE
RSC005292,Detta,The Shadows,Despair,1630,1630,Rostered,2,,Elite,FALSE
RSC007386,beretta,The Shadows,Despair,1620,1620,Rostered,1,,Elite,FALSE
RSC005373,dvorl.ttv,The Shadows,Despair,1605,1605,Rostered,1,,Elite,TRUE
RSC004889,Steeltoehammer,The Shadows,Despair,1545,1545,Rostered,2,,Elite,FALSE
RSC007906,Vaz1fy.,The Shadows,Dread,1475,1475,Rostered,2,2026-05-24T12:00:00-04:00,Veteran,FALSE
RSC008290,KrsOneTwoThree1,The Shadows,Dread,1470,1470,Rostered,2,,Veteran,FALSE
RSC003953,BlinkyDaBurger,The Shadows,Dread,1465,1465,Rostered,1,,Veteran,FALSE
RSC012645,4SkillSemiFound,The Shadows,Dread,1425,1460,Rostered,2,2026-06-03T12:00:00-04:00,Veteran,TRUE
RSC005752,Surge85,The Shadows,Nightfall,1435,1435,Rostered,1,,Rival,FALSE
RSC013805,sae,The Shadows,Nightfall,1370,1370,Rostered,2,,Rival,FALSE
RSC007307,Jmh187-,The Shadows,Nightfall,1365,1365,Rostered,1,,Rival,TRUE
RSC012851,Alya.,The Shadows,Nightfall,1355,1355,Rostered,2,2026-05-24T12:00:00-04:00,Rival,FALSE
RSC006910,Swanny2.0,The Shadows,Shade,1335,1335,Rostered,2,,Challenger,FALSE
RSC014162,l-DoodleRob-l,The Shadows,Shade,1320,1320,Rostered,2,,Challenger,FALSE
RSC006528,mxWEBBY,The Shadows,Shade,1245,1245,Rostered,2,,Challenger,FALSE
RSC008195,Preaux.,The Shadows,Shade,1225,1225,Rostered,2,,Challenger,TRUE
RSC013921,TitanPolus,The Shadows,Gloom,1210,1210,Rostered,2,,Prospect,FALSE
RSC000426,struttrl,The Shadows,Gloom,1130,1130,Rostered,1,,Prospect,FALSE
RSC005219,iargue,The Shadows,Gloom,1080,1120,Rostered,1,,Prospect,TRUE
RSC000351,Mitzi,The Shadows,Gloom,1115,1115,Rostered,2,,Prospect,FALSE
RSC014105,thenetkiller27,The Shadows,Abyss,1090,1090,Rostered,2,,Contender,FALSE
RSC007630,Grey,The Shadows,Abyss,1025,1025,Rostered,1,,Contender,FALSE
RSC006251,MiniTechniks,The Shadows,Abyss,1010,1010,Rostered,1,,Contender,TRUE
RSC006042,SuperThr33s,The Shadows,Abyss,1000,1000,Rostered,2,2026-05-27T12:00:00-04:00,Contender,FALSE
RSC000394,Darf01,The Shrine,Nue,1775,1775,Rostered,2,,Master,FALSE
RSC006982,smithrl.,The Shrine,Nue,1720,1720,Rostered,2,,Master,FALSE
RSC012881,Minty Moonifer,The Shrine,Nue,1670,1670,Rostered,1,,Master,FALSE
RSC005374,A Yapping Panda,The Shrine,Nue,1660,1660,Rostered,2,,Master,TRUE
RSC002862,Doodle!,The Shrine,Orochi,1645,1645,Rostered,2,,Elite,TRUE
RSC008200,Cloudburst,The Shrine,Orochi,1630,1630,Rostered,2,,Elite,FALSE
RSC008230,ShelbyCyan,The Shrine,Orochi,1565,1565,Rostered,2,,Elite,FALSE
RSC014528,sl33pwa1ker.,The Shrine,Orochi,1565,1565,Rostered,2,,Elite,FALSE
RSC004977,xswanniG,The Shrine,Kirin,1520,1520,Rostered,2,,Veteran,FALSE
RSC003815,WashedDonk,The Shrine,Kirin,1480,1480,Rostered,1,,Veteran,FALSE
RSC001019,Surge,The Shrine,Kirin,1475,1475,Rostered,2,,Veteran,TRUE
RSC002330,JesterGG,The Shrine,Kirin,1450,1450,Rostered,2,,Veteran,FALSE
RSC009249,Gyarados-_-,The Shrine,Kitsune,1430,1430,Rostered,2,,Rival,FALSE
RSC007668,depth,The Shrine,Kitsune,1405,1405,Rostered,2,,Rival,FALSE
RSC006017,Dondo RF,The Shrine,Kitsune,1350,1350,Rostered,1,,Rival,TRUE
RSC006464,vAirwick,The Shrine,Kitsune,1345,1345,Rostered,2,2026-05-31T12:00:00-04:00,Rival,FALSE
RSC012212,xMoistCanadianx,The Shrine,Ryujin,1305,1305,Rostered,2,,Challenger,FALSE
RSC007600,CN Tyson,The Shrine,Ryujin,1295,1295,Rostered,2,,Challenger,FALSE
RSC006495,Hype.56,The Shrine,Ryujin,1285,1285,Rostered,2,,Challenger,FALSE
RSC012828,dahc.,The Shrine,Ryujin,1265,1265,Rostered,1,,Challenger,TRUE
RSC012789,Shea Butter,The Shrine,Ryujin,1260,1260,Inactive Reserve,1,,Challenger,FALSE
RSC001235,DeeJayZ_,The Shrine,Tanuki,1215,1215,Rostered,2,,Prospect,FALSE
RSC002357,Bieles,The Shrine,Tanuki,1205,1205,Rostered,1,,Prospect,FALSE
RSC002494,lone wolf,The Shrine,Tanuki,1150,1150,Rostered,1,,Prospect,TRUE
RSC013590,KrispyKrunch704,The Shrine,Tanuki,1100,1100,Rostered,2,,Prospect,FALSE
RSC003733,sheluvtaco,The Shrine,Kappa,1065,1065,Rostered,2,,Contender,FALSE
RSC007513,Russ,The Shrine,Kappa,1055,1055,Rostered,1,,Contender,FALSE
RSC007018,vBoostedv,The Shrine,Kappa,1040,1040,Rostered,2,,Contender,FALSE
RSC005870,Evil twin,The Shrine,Kappa,980,980,Rostered,1,,Contender,TRUE
RSC008368,taLz.,The Sovereign,Imperatores,1730,1730,Rostered,2,,Master,TRUE
RSC014178,Fl1ppah,The Sovereign,Imperatores,1680,1680,Rostered,2,,Master,FALSE
RSC007642,Luminati,The Sovereign,Imperatores,1675,1675,Rostered,2,,Master,FALSE
RSC014041,doggo,The Sovereign,Imperatores,1675,1675,Rostered,2,,Master,FALSE
RSC006218,Stingray,The Sovereign,Legati,1635,1635,Rostered,1,,Elite,FALSE
RSC000334,Crabasaur,The Sovereign,Legati,1600,1600,Rostered,1,,Elite,TRUE
RSC008555,ShyIsEepy,The Sovereign,Legati,1595,1595,Rostered,2,2026-05-31T12:00:00-04:00,Elite,FALSE
RSC007207,.S,The Sovereign,Legati,1565,1565,Rostered,2,,Elite,FALSE
RSC012386,mushroom,The Sovereign,Praetoriani,1520,1520,Rostered,1,,Veteran,FALSE
RSC008460,Murleaux,The Sovereign,Praetoriani,1490,1490,Rostered,2,,Veteran,FALSE
RSC007024,Smyte.,The Sovereign,Praetoriani,1480,1480,Rostered,2,,Veteran,FALSE
RSC003945,Gaw1f3d,The Sovereign,Praetoriani,1470,1470,Rostered,1,,Veteran,TRUE
RSC005265,doctorprofessor_,The Sovereign,Centuriones,1430,1430,Rostered,1,,Rival,TRUE
RSC005294,mogulmaniac5480,The Sovereign,Centuriones,1360,1360,Rostered,2,,Rival,FALSE
RSC002960,Shrek Is The Best Anime,The Sovereign,Centuriones,1320,1355,Rostered,1,,Rival,FALSE
RSC005300,Cruz.,The Sovereign,Centuriones,1355,1355,Rostered,2,2026-05-27T12:00:00-04:00,Rival,FALSE
RSC004844,Calicat01,The Sovereign,Decuriones,1315,1315,Rostered,1,,Challenger,TRUE
RSC000499,johkev,The Sovereign,Decuriones,1310,1310,Rostered,1,,Challenger,FALSE
RSC002040,Scomps,The Sovereign,Decuriones,1255,1255,Rostered,1,,Challenger,FALSE
RSC014126,qFoal,The Sovereign,Decuriones,1245,1245,Rostered,2,,Challenger,FALSE
RSC004177,Abeillonnaise,The Sovereign,Principales,1215,1215,Inactive Reserve,2,,Prospect,FALSE
RSC000357,Primed,The Sovereign,Principales,1170,1170,Rostered,1,,Prospect,TRUE
RSC008278,tacosbruh1299,The Sovereign,Principales,1135,1135,Rostered,2,,Prospect,FALSE
RSC008654,VoodooMamaJuju,The Sovereign,Principales,1135,1135,Rostered,1,,Prospect,FALSE
RSC012989,holytrstn,The Sovereign,Principales,1110,1110,Rostered,2,,Prospect,FALSE
RSC006758,El Booger Sugar,The Sovereign,Legionarii,1090,1090,Rostered,1,,Contender,FALSE
RSC009442,pois6k,The Sovereign,Legionarii,1030,1030,Rostered,2,,Contender,FALSE
RSC005974,Angry-Hermit,The Sovereign,Legionarii,990,990,Rostered,1,,Contender,FALSE
RSC008083,Rocketgirl_32,The Sovereign,Legionarii,970,970,Rostered,1,,Contender,TRUE
RSC008363,Jarrtsu,Tyrants of the Sea,Krakens,1650,1650,Rostered,1,,Elite,TRUE
RSC006877,Jolt,Tyrants of the Sea,Krakens,1640,1640,Rostered,2,,Elite,FALSE
RSC008408,LoonaStarrr,Tyrants of the Sea,Krakens,1580,1580,Rostered,2,2026-06-10T12:00:00-04:00,Elite,FALSE
RSC006199,Irozuh.,Tyrants of the Sea,Krakens,1360,1565,AGM IR,1,,Elite,FALSE
RSC008211,Astro-HxIIFire,Tyrants of the Sea,Krakens,1550,1550,Rostered,2,,Elite,FALSE
RSC007482,MyTyranosaur,Tyrants of the Sea,Giant Squids,1515,1515,Rostered,2,,Veteran,TRUE
RSC004487,savant,Tyrants of the Sea,Giant Squids,1505,1505,Rostered,2,,Veteran,FALSE
RSC007358,Tropicalshortsba,Tyrants of the Sea,Giant Squids,1480,1480,Rostered,1,,Veteran,FALSE
RSC004618,Squirrel,Tyrants of the Sea,Giant Squids,1350,1460,Rostered,2,,Veteran,FALSE
RSC008386,Chaddy,Tyrants of the Sea,Barracudas,1430,1430,Rostered,2,,Rival,FALSE
RSC004665,xPrism,Tyrants of the Sea,Barracudas,1390,1390,Rostered,2,2026-06-10T12:00:00-04:00,Rival,FALSE
RSC007897,Synnicall,Tyrants of the Sea,Barracudas,1350,1350,Rostered,2,,Rival,FALSE
RSC006935,Bazzinga,Tyrants of the Sea,Barracudas,1340,1340,Rostered,1,,Rival,TRUE
RSC007001,tankersrul,Tyrants of the Sea,Stingrays,1315,1315,Rostered,2,,Challenger,FALSE
RSC002841,dyl,Tyrants of the Sea,Stingrays,1295,1295,Rostered,1,,Challenger,TRUE
RSC007604,RiisenJT,Tyrants of the Sea,Stingrays,1280,1280,Rostered,1,,Challenger,FALSE
RSC008010,WamBam-,Tyrants of the Sea,Stingrays,1245,1245,Rostered,1,,Challenger,FALSE
RSC008323,Smoky.,Tyrants of the Sea,Piranhas,1205,1205,Rostered,1,,Prospect,FALSE
RSC007885,Larkspur,Tyrants of the Sea,Piranhas,1190,1190,Rostered,1,,Prospect,TRUE
RSC006569,mulliganisoup,Tyrants of the Sea,Piranhas,1125,1125,Rostered,2,,Prospect,FALSE
RSC012628,orphaned baby pangolin,Tyrants of the Sea,Piranhas,1105,1105,Rostered,1,,Prospect,FALSE
RSC013327,itxmarina_,Tyrants of the Sea,Jellyfish,1080,1080,Rostered,2,2026-05-17T12:00:00-04:00,Contender,FALSE
RSC014038,ohayo-gosaimas,Tyrants of the Sea,Jellyfish,1070,1070,Rostered,2,,Contender,TRUE
RSC013508,Spaceballs80423,Tyrants of the Sea,Jellyfish,1045,1045,Rostered,2,,Contender,FALSE
RSC012980,D1-SN1PZ,Tyrants of the Sea,Jellyfish,945,945,Rostered,2,2026-05-27T12:00:00-04:00,Contender,FALSE
RSC008003,Bronzetpole,Tyrants of the Sea,Electric Eels,880,880,Rostered,1,,Amateur,FALSE
RSC014054,CallMeSteveo53,Tyrants of the Sea,Electric Eels,855,855,Rostered,2,2026-06-07T12:00:00-04:00,Amateur,FALSE
RSC007678,SavedHawk,Tyrants of the Sea,Electric Eels,820,820,Rostered,2,,Amateur,TRUE
RSC014183,ADG_Majin_Prez,Tyrants of the Sea,Electric Eels,815,815,Rostered,2,,Amateur,FALSE
RSC006193,Saucy Rexy,Venom Lab,Eastern Brown,1740,1740,Rostered,2,,Master,TRUE
RSC007908,C01E01,Venom Lab,Eastern Brown,1735,1735,Rostered,2,,Master,FALSE
RSC014005,LostTempyst,Venom Lab,Eastern Brown,1700,1700,Rostered,2,,Master,FALSE
RSC002729,snugcore,Venom Lab,Eastern Brown,1675,1675,Rostered,2,,Master,FALSE
RSC008581,duckrl,Venom Lab,Forest Cobra,1635,1635,Rostered,2,,Elite,FALSE
RSC002500,kalten,Venom Lab,Forest Cobra,1615,1615,Rostered,1,,Elite,FALSE
RSC005682,S_ckz,Venom Lab,Forest Cobra,1590,1590,Rostered,2,,Elite,FALSE
RSC004286,Bolbi,Venom Lab,Forest Cobra,1545,1545,Rostered,2,2026-06-07T12:00:00-04:00,Elite,FALSE
RSC006869,Flurry ^-^,Venom Lab,Fer-de-Lance,1535,1535,Rostered,1,,Veteran,FALSE
RSC005754,Monty.,Venom Lab,Fer-de-Lance,1510,1510,Rostered,2,,Veteran,FALSE
RSC002668,Bird Queen <3,Venom Lab,Fer-de-Lance,1460,1460,Rostered,2,,Veteran,TRUE
RSC007930,Ziffy,Venom Lab,Fer-de-Lance,1460,1460,Rostered,2,,Veteran,FALSE
RSC003416,DrSkimMilk,Venom Lab,Gaboons,1435,1435,Rostered,2,,Rival,FALSE
RSC006245,spite,Venom Lab,Gaboons,1385,1385,Rostered,2,,Rival,TRUE
RSC014146,ttv.ericandersxn,Venom Lab,Gaboons,1370,1370,Rostered,2,,Rival,FALSE
RSC007293,Ytexplixiit,Venom Lab,Gaboons,1355,1355,Rostered,2,,Rival,FALSE
RSC006413,BlueFlre,Venom Lab,Corals,1300,1300,Rostered,2,,Challenger,FALSE
RSC006187,1999 Toyota Camry,Venom Lab,Corals,1280,1280,Rostered,1,,Challenger,TRUE
RSC008192,Alpha Dingo,Venom Lab,Corals,1270,1270,Rostered,2,,Challenger,FALSE
RSC008502,Jetwind17,Venom Lab,Corals,1265,1265,Rostered,2,2026-05-24T12:00:00-04:00,Challenger,FALSE
RSC007518,LoneDrifter.,Venom Lab,Diamondback,1220,1220,Rostered,1,,Prospect,FALSE
RSC008216,oBlueyRL,Venom Lab,Diamondback,1215,1215,Rostered,2,2026-05-13T12:00:00-04:00,Prospect,FALSE
RSC012879,King_Trini,Venom Lab,Diamondback,1115,1115,Rostered,2,,Prospect,FALSE
RSC007525,BulletNote,Venom Lab,Diamondback,1110,1110,Rostered,2,,Prospect,TRUE
RSC007593,DJ L1T,Venom Lab,Hognose,1090,1090,Rostered,2,,Contender,TRUE
RSC014079,DaMoneyPot,Venom Lab,Hognose,1035,1035,Rostered,2,,Contender,FALSE
RSC013962,PenguinCCSRL,Venom Lab,Hognose,995,995,Rostered,2,2026-06-07T12:00:00-04:00,Contender,FALSE
RSC008522,tysonmaint,Venom Lab,Hognose,985,985,Rostered,2,,Contender,FALSE
RSC006259,mojomo (Goofy and Silly),,,1665,1665,Dropped,1,,Master,FALSE
RSC007131,BankShark,,,1630,1630,Dropped,0,,Elite,FALSE
RSC006211,Chase,,,1380,1380,Dropped,0,,Rival,FALSE
RSC005767,Revive Chaos,,,1365,1365,Dropped,2,,Rival,FALSE
RSC007179,B0A._.,,,1100,1100,Dropped,0,,Prospect,FALSE
RSC007797,ON1ㆁ,,,980,980,Dropped,0,,Contender,FALSE
RSC005340,Mystikal,,,600,600,Dropped,0,,,FALSE
RSC007325,SDMasked,,,600,600,Dropped,0,,,FALSE
RSC007576,CxldHeartedJess,,,600,600,Dropped,0,,,FALSE
RSC007412,spuf.,,,1830,1830,Former,0,2026-06-07T12:00:00-04:00,Premier,FALSE
RSC005314,daggumbigfeet,,,1505,1505,Former,2,,Veteran,TRUE
RSC011606,SUP3RM00NS,,,1360,1360,Former,0,2026-06-03T12:00:00-04:00,Rival,FALSE
RSC006307,Niico Biico,,,1265,1265,Former,0,,Challenger,FALSE
RSC004462,Bbcomedian,,,920,920,Former,0,,Amateur,FALSE
