Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,GP,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,PPG,GPG,APG,SvPG,ShPG
Elite,RSC007087,Grand Trashcan,Free Agent,Free Agent,N/A,N/A,13.12,3,0.000,0,3,0,753,280,473,1,1,1,8,0.125,251.00,0.33,0.33,0.33,2.67
Elite,RSC007263,HardPointy,Free Agent,Free Agent,N/A,N/A,40.11,8,0.500,4,4,1,2850,1560,1290,6,2,14,16,0.375,356.13,0.75,0.25,1.75,2.00
Elite,RSC006230,Hydro (change),Free Agent,Free Agent,N/A,N/A,68.21,4,0.250,1,3,1,1475,1020,455,5,2,6,12,0.417,368.75,1.25,0.50,1.50,3.00
Elite,RSC006230,Hydro (change),Free Agent,Free Agent,N/A,N/A,76.35,4,2.500,10,9,3,1475,4300,-2825,19,9,26,65,0.292,368.75,1.25,0.50,1.50,3.00
Elite,RSC004968,JDubzz.RL,Free Agent,Free Agent,N/A,N/A,49.83,8,0.375,3,5,1,2568,1580,988,6,5,10,23,0.261,320.88,0.75,0.63,1.25,2.88
Elite,RSC005274,KING.,Free Agent,Free Agent,N/A,N/A,13.49,4,0.750,3,1,0,868,410,458,2,1,1,11,0.182,217.00,0.50,0.25,0.25,2.75
Elite,RSC003055,Lad,Free Agent,Free Agent,N/A,N/A,66.31,7,0.429,3,4,0,2331,1420,911,4,9,7,22,0.182,332.86,0.57,1.29,1.00,3.14
Elite,RSC007174,Lemon owns u,Free Agent,Free Agent,N/A,N/A,71.59,28,0.607,17,11,9,11414,6330,5084,31,16,32,83,0.373,407.64,1.11,0.57,1.14,2.96
Elite,RSC000344,Mezmer,Free Agent,Free Agent,N/A,N/A,24.93,2,0.000,0,2,0,749,280,469,0,1,4,3,0.000,374.50,0.00,0.50,2.00,1.50
Elite,RSC007344,OrbitZ,Free Agent,Free Agent,N/A,N/A,73.39,4,0.250,1,3,0,1470,870,600,3,5,4,12,0.250,367.50,0.75,1.25,1.00,3.00
Elite,RSC005814,RedNovaUltimate,Free Agent,Free Agent,N/A,N/A,36.22,1,0.000,0,1,0,330,170,160,0,1,2,2,0.000,330.00,0.00,1.00,2.00,2.00
Elite,RSC001612,Reverse Fridge,Free Agent,Free Agent,N/A,N/A,55.65,10,0.400,4,6,1,3505,2040,1465,7,7,14,29,0.241,350.50,0.70,0.70,1.40,2.90
Elite,RSC007388,Skyy o_o,Free Agent,Free Agent,N/A,N/A,31.31,8,0.250,2,6,1,2476,1370,1106,6,2,10,17,0.353,309.50,0.75,0.25,1.25,2.13
Elite,RSC003150,Slate,Free Agent,Free Agent,N/A,N/A,32.66,7,0.286,2,5,0,2205,1140,1065,7,1,5,14,0.500,315.00,1.00,0.14,0.71,2.00
Elite,RSC002691,Soup,Free Agent,Free Agent,N/A,N/A,30.52,15,0.467,7,8,0,4118,2310,1808,7,9,16,36,0.194,274.47,0.47,0.60,1.07,2.40
Elite,RSC007330,Spooky,Free Agent,Free Agent,N/A,N/A,73.09,32,0.594,19,13,7,12958,7330,5628,29,20,46,113,0.257,404.91,0.91,0.63,1.44,3.53
Elite,RSC007341,Squashy,Free Agent,Free Agent,N/A,N/A,64.37,8,0.375,3,5,0,2930,1660,1270,6,8,9,21,0.286,366.25,0.75,1.00,1.13,2.63
Elite,RSC001019,Surge,Free Agent,Free Agent,N/A,N/A,27.11,7,0.429,3,4,0,2219,1250,969,3,3,14,10,0.300,316.86,0.43,0.43,2.00,1.43
Elite,RSC000011,Vulp The Philosopher,Free Agent,Free Agent,N/A,N/A,19.97,25,0.320,8,17,1,7090,3750,3340,7,13,40,40,0.175,283.60,0.28,0.52,1.60,1.60
Elite,RSC006478,Wontay,Free Agent,Free Agent,N/A,N/A,38.13,13,0.308,4,9,2,4354,2390,1964,5,9,24,24,0.208,334.92,0.39,0.69,1.85,1.85
Elite,RSC003119,dwayne the rock hard johnson,Free Agent,Free Agent,N/A,N/A,13.16,4,0.500,2,2,0,993,410,583,3,1,0,6,0.500,248.25,0.75,0.25,0.00,1.50
Elite,RSC004634,gob!,Free Agent,Free Agent,N/A,N/A,106.14,8,0.875,7,1,3,3750,2430,1320,10,10,14,23,0.435,468.75,1.25,1.25,1.75,2.88
Elite,RSC003704,stimeey99,Free Agent,Free Agent,N/A,N/A,28.12,15,0.267,4,11,2,4179,2080,2099,5,11,14,33,0.152,278.60,0.33,0.73,0.93,2.20
Elite,RSC003928,trevey.,Free Agent,Free Agent,N/A,N/A,64.07,7,0.286,2,5,1,2426,1470,956,5,7,8,22,0.227,346.57,0.71,1.00,1.14,3.14
Elite,RSC007409,Averded,French Vanilla,Creme De Bonte,Solar,N/A,104.95,12,0.667,8,4,6,5880,3440,2440,19,8,14,44,0.432,490.00,1.58,0.67,1.17,3.67
Elite,RSC003709,Donweewigglebean,French Vanilla,Creme De Bonte,Solar,N/A,65.35,64,0.594,38,26,14,24790,15130,9660,58,36,113,188,0.309,387.34,0.91,0.56,1.77,2.94
Elite,RSC006668,anuwee wigglebean,French Vanilla,Creme De Bonte,Solar,N/A,52.44,14,0.571,8,6,2,4772,2770,2002,10,11,18,32,0.313,340.79,0.71,0.79,1.29,2.29
Elite,RSC006933,gamma,French Vanilla,Creme De Bonte,Solar,N/A,61.81,64,0.594,38,26,10,25657,14860,10797,47,38,132,166,0.283,400.88,0.73,0.59,2.06,2.59
Elite,RSC000779,Chill,Geeky Ghouls,Ghoul School,Solar,N/A,44.09,51,0.294,15,36,6,17673,9810,7863,37,23,76,116,0.319,346.51,0.73,0.45,1.49,2.28
Elite,RSC000080,Murloc,Geeky Ghouls,Ghoul School,Solar,N/A,40.42,12,0.167,2,10,2,4260,2190,2070,7,6,19,24,0.292,354.92,0.58,0.50,1.58,2.00
Elite,RSC002046,Queeds,Geeky Ghouls,Ghoul School,Solar,N/A,49.33,41,0.341,14,27,5,14954,8610,6344,36,16,66,91,0.396,364.71,0.88,0.39,1.61,2.22
Elite,RSC001292,flamethrowr,Geeky Ghouls,Ghoul School,Solar,N/A,43.76,43,0.349,15,28,3,14354,7820,6534,26,23,59,112,0.232,333.81,0.61,0.54,1.37,2.61
Elite,RSC002444,Blender,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,60.66,29,0.483,14,15,6,10624,6130,4494,25,19,37,83,0.301,366.34,0.86,0.66,1.28,2.86
Elite,RSC003561,Dooober,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,64.73,39,0.667,26,13,10,14484,8480,6004,36,24,49,123,0.293,371.38,0.92,0.62,1.26,3.15
Elite,RSC006864,Hydro,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,58.28,52,0.558,29,23,8,18802,10800,8002,43,36,67,135,0.319,361.56,0.83,0.69,1.29,2.60
Elite,RSC003110,Rev,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,62.66,64,0.547,35,29,11,24674,14210,10464,51,39,106,186,0.274,385.53,0.80,0.61,1.66,2.91
Elite,RSC005336,glyfixx,Gelato,Fifty-Fifty Pizzeria,Lunar,N/A,-6.65,3,0.000,0,3,0,507,140,367,0,1,0,9,0.000,168.67,0.00,0.33,0.00,3.00
Elite,RSC005008,Dan!,Ghastly Goombahs,The Syndicate,Lunar,N/A,54.88,51,0.529,27,24,10,18620,10500,8120,40,33,73,120,0.333,365.08,0.78,0.65,1.43,2.35
Elite,RSC001703,Spoopy Ougi,Ghastly Goombahs,The Syndicate,Lunar,N/A,57,51,0.392,20,31,7,19033,11120,7913,43,28,82,132,0.326,373.18,0.84,0.55,1.61,2.59
Elite,RSC007166,cozy,Ghastly Goombahs,The Syndicate,Lunar,N/A,42.71,47,0.340,16,31,5,15745,8740,7005,31,23,67,114,0.272,335.00,0.66,0.49,1.43,2.43
Elite,RSC000690,paco,Ghastly Goombahs,The Syndicate,Lunar,N/A,44,45,0.556,25,20,3,13887,7950,5937,26,36,50,105,0.248,308.60,0.58,0.80,1.11,2.33
Elite,RSC000021,TyTy,Glacier Mint,Minty Fresh,,N/A,6.86,5,0.200,1,4,0,1416,620,796,1,1,8,7,0.143,283.20,0.20,0.20,1.60,1.40
Elite,RSC000021,TyTy,Glacier Mint,Minty Fresh,,N/A,11.2,5,1.400,7,23,2,1416,6080,-4664,18,12,59,73,0.247,283.20,0.20,0.20,1.60,1.40
Elite,RSC002544,J.,Great Whites,Shark Attack,Solar,N/A,58.54,27,0.593,16,11,6,9453,5710,3743,24,16,34,81,0.296,350.11,0.89,0.59,1.26,3.00
Elite,RSC006405,Lil Panda,Great Whites,Shark Attack,Solar,N/A,54.78,50,0.540,27,23,12,18751,10190,8561,39,29,73,119,0.328,375.02,0.78,0.58,1.46,2.38
Elite,RSC006838,PossiblyZach,Great Whites,Shark Attack,Solar,N/A,62.01,60,0.567,34,26,12,21860,12210,9650,56,40,57,176,0.318,364.33,0.93,0.67,0.95,2.93
Elite,RSC007282,kRs^^,Great Whites,Shark Attack,Solar,N/A,40.73,39,0.538,21,18,4,12207,6490,5717,26,21,37,99,0.263,313.00,0.67,0.54,0.95,2.54
Elite,RSC004212,Glitch;,Kings,Monarchy,Lunar,N/A,42.61,19,0.368,7,12,3,6344,3320,3024,11,11,24,47,0.234,333.89,0.58,0.58,1.26,2.47
Elite,RSC004212,Glitch;,Kings,Monarchy,Lunar,N/A,41.66,19,0.105,2,2,0,6344,490,5854,2,1,4,4,0.500,333.89,0.58,0.58,1.26,2.47
Elite,RSC004900,Jordon1377,Kings,Monarchy,Lunar,N/A,35.13,50,0.160,8,42,3,15856,8520,7336,31,24,63,107,0.290,317.12,0.62,0.48,1.26,2.14
Elite,RSC002210,Ninjatron,Kings,Monarchy,Lunar,N/A,38.93,60,0.267,16,44,5,18746,10230,8516,42,28,62,153,0.275,312.43,0.70,0.47,1.03,2.55
Elite,RSC000374,Pletheros,Kings,Monarchy,Lunar,N/A,35.4,44,0.273,12,32,1,14410,7150,7260,21,18,60,115,0.183,327.50,0.48,0.41,1.36,2.61
Elite,RSC000371,Capn' Clutch,Menthol,Minty Fresh,Solar,N/A,59.32,54,0.333,18,36,7,19444,11960,7484,58,29,66,141,0.411,360.07,1.07,0.54,1.22,2.61
Elite,RSC000278,Tinsel,Menthol,Minty Fresh,Solar,N/A,48.67,43,0.233,10,33,3,16344,8760,7584,29,20,78,96,0.302,380.09,0.67,0.47,1.81,2.23
Elite,RSC005490,iProfessorEx,Menthol,Minty Fresh,Solar,N/A,29.22,55,0.273,15,40,6,17856,9780,8076,23,19,109,108,0.213,324.64,0.42,0.35,1.98,1.96
Elite,RSC004753,wonderszn,Menthol,Minty Fresh,Solar,N/A,60.05,27,0.333,9,18,4,10826,6010,4816,16,20,55,66,0.242,400.96,0.59,0.74,2.04,2.44
Elite,RSC003427,(P|F)ineapple,Obstinate Octopi,The Reef,Lunar,N/A,52.71,32,0.625,20,12,5,11227,6650,4577,28,19,44,70,0.400,350.84,0.88,0.59,1.38,2.19
Elite,RSC006762,Dragoinism,Obstinate Octopi,The Reef,Lunar,N/A,71.12,46,0.630,29,17,9,17912,10280,7632,47,35,50,133,0.353,389.39,1.02,0.76,1.09,2.89
Elite,RSC004797,Tempest,Obstinate Octopi,The Reef,Lunar,N/A,76.25,60,0.650,39,21,18,24921,15020,9901,57,47,105,172,0.331,415.35,0.95,0.78,1.75,2.87
Elite,RSC005434,blaster50,Obstinate Octopi,The Reef,Lunar,N/A,59.52,52,0.673,35,17,9,18355,10890,7465,46,38,61,134,0.343,352.98,0.89,0.73,1.17,2.58
Elite,RSC005831,BladedRaptor,Orcas,Whale Defense,Lunar,N/A,55.68,31,0.484,15,16,5,10057,6580,3477,38,13,25,88,0.432,324.39,1.23,0.42,0.81,2.84
Elite,RSC006395,Gizmo,Orcas,Whale Defense,Lunar,N/A,53.86,48,0.583,28,20,6,17515,9830,7685,39,28,68,113,0.345,364.88,0.81,0.58,1.42,2.35
Elite,RSC001889,Phelpsy,Orcas,Whale Defense,Lunar,N/A,54.7,46,0.500,23,23,10,16089,9730,6359,34,33,71,113,0.301,349.74,0.74,0.72,1.54,2.46
Elite,RSC006409,Reported.,Orcas,Whale Defense,Lunar,N/A,59.54,48,0.646,31,17,13,18948,11050,7898,40,29,92,100,0.400,394.73,0.83,0.60,1.92,2.08
Elite,RSC007231,BlitzzyG,Penguins,Flightless Fowl,Lunar,N/A,33.12,44,0.455,20,24,2,13717,7310,6407,26,18,57,96,0.271,311.75,0.59,0.41,1.30,2.18
Elite,RSC003721,Kyurmex.,Penguins,Flightless Fowl,Lunar,N/A,38.63,24,0.375,9,15,2,7763,4380,3383,16,5,36,73,0.219,323.42,0.67,0.21,1.50,3.04
Elite,RSC006945,nuummite,Penguins,Flightless Fowl,Lunar,N/A,49.55,59,0.373,22,37,5,20174,11380,8794,46,29,73,168,0.274,341.93,0.78,0.49,1.24,2.85
Elite,RSC003801,veil._,Penguins,Flightless Fowl,Lunar,N/A,70.63,52,0.423,22,30,16,23312,12190,11122,34,33,112,154,0.221,448.29,0.65,0.64,2.15,2.96
Elite,RSC002668,Azorh <3,Peppermint,Minty Fresh,Solar,N/A,0.37,4,0.250,1,3,0,1007,490,517,2,0,5,4,0.500,251.75,0.50,0.00,1.25,1.00
Elite,RSC002668,Azorh <3,Peppermint,Minty Fresh,Solar,N/A,16.67,4,4.750,19,28,5,1007,9930,-8923,45,21,65,113,0.398,251.75,0.50,0.00,1.25,1.00
Elite,RSC003250,Chefty,Pixel Picassos,Art Club,Solar,N/A,44.96,60,0.483,29,31,7,19980,11130,8850,33,41,87,143,0.231,333.00,0.55,0.68,1.45,2.38
Elite,RSC005508,Lil Windex,Pixel Picassos,Art Club,Solar,N/A,52.51,60,0.517,31,29,17,22581,12510,10071,46,29,101,141,0.326,376.35,0.77,0.48,1.68,2.35
Elite,RSC005531,Shim_Sham,Pixel Picassos,Art Club,Solar,N/A,49.04,60,0.517,31,29,5,21320,12020,9300,45,29,92,147,0.306,355.32,0.75,0.48,1.53,2.45
Elite,RSC005308,Yeetn-Skeet,Pixel Picassos,Art Club,Solar,N/A,55.94,12,0.250,3,9,2,4260,2520,1740,11,7,15,32,0.344,355.00,0.92,0.58,1.25,2.67
Elite,RSC007033,Burnset,Praetorian Guard,The Sovereign,Lunar,N/A,46.78,42,0.405,17,25,6,13742,7330,6412,25,21,47,143,0.175,327.19,0.60,0.50,1.12,3.41
Elite,RSC000923,Stemantics,Praetorian Guard,The Sovereign,Lunar,N/A,40.82,40,0.400,16,24,4,12468,7010,5458,28,18,44,111,0.252,311.68,0.70,0.45,1.10,2.78
Elite,RSC007295,TheLegendaryChance,Praetorian Guard,The Sovereign,Lunar,N/A,62.3,51,0.451,23,28,11,19404,11230,8174,45,30,75,148,0.304,380.47,0.88,0.59,1.47,2.90
Elite,RSC005236,rozi-,Praetorian Guard,The Sovereign,Lunar,N/A,38.56,60,0.417,25,35,6,19763,10000,9763,34,29,74,145,0.234,329.37,0.57,0.48,1.23,2.42
Elite,RSC005543,Null.Gamer,Producers,Production Control Room,Lunar,N/A,42.85,47,0.447,21,26,7,16662,9130,7532,29,19,84,108,0.269,354.49,0.62,0.40,1.79,2.30
Elite,RSC006173,Racer,Producers,Production Control Room,Lunar,N/A,37.9,64,0.484,31,33,11,20866,11230,9636,38,29,90,148,0.257,326.02,0.59,0.45,1.41,2.31
Elite,RSC003168,mykopolis,Producers,Production Control Room,Lunar,N/A,44.79,48,0.479,23,25,4,16647,9420,7227,33,20,79,117,0.282,346.81,0.69,0.42,1.65,2.44
Elite,RSC003113,A Napping Neb,Pylons,Road Work Ahead,Solar,N/A,34.55,31,0.484,15,16,1,9056,4830,4226,12,27,34,58,0.207,292.10,0.39,0.87,1.10,1.87
Elite,RSC005374,A Yapping Panda,Pylons,Road Work Ahead,Solar,N/A,68.02,43,0.628,27,16,9,16703,9780,6923,43,26,58,128,0.336,388.44,1.00,0.61,1.35,2.98
Elite,RSC000867,Ritter,Pylons,Road Work Ahead,Solar,N/A,57.54,64,0.563,36,28,11,23211,13500,9711,53,43,89,160,0.331,362.67,0.83,0.67,1.39,2.50
Elite,RSC004630,Supe,Pylons,Road Work Ahead,Solar,N/A,72.05,50,0.580,29,21,15,20220,11780,8440,53,31,69,148,0.358,404.40,1.06,0.62,1.38,2.96
Elite,RSC007247,BLT,Ravaging Rays,The Reef,Lunar,N/A,8.88,2,0.000,0,2,0,456,270,186,1,1,2,2,0.500,228.00,0.50,0.50,1.00,1.00
Elite,RSC007247,BLT,Ravaging Rays,The Reef,Lunar,N/A,68.64,2,16.500,33,7,20,456,12440,-11984,66,28,56,164,0.402,228.00,0.50,0.50,1.00,1.00
Elite,RSC007280,BallChasinq,Sauntering Slugs,Speed Demons,Lunar,N/A,112.53,4,1.000,4,0,1,1764,1160,604,7,4,2,16,0.438,441.00,1.75,1.00,0.50,4.00
Elite,RSC002271,Cameron,Sauntering Slugs,Speed Demons,Lunar,N/A,57.87,62,0.581,36,26,10,21916,13160,8756,57,38,78,166,0.343,353.47,0.92,0.61,1.26,2.68
Elite,RSC006813,Nero,Sauntering Slugs,Speed Demons,Lunar,N/A,65.15,32,0.594,19,13,5,12889,7280,5609,27,22,54,78,0.346,402.78,0.84,0.69,1.69,2.44
Elite,RSC007133,henrald.,Sauntering Slugs,Speed Demons,Lunar,N/A,42.53,24,0.417,10,14,2,7819,4250,3569,15,12,30,65,0.231,325.79,0.63,0.50,1.25,2.71
Elite,RSC003399,josan,Sauntering Slugs,Speed Demons,Lunar,N/A,79.84,13,0.462,6,7,2,5166,3350,1816,14,10,20,45,0.311,397.31,1.08,0.77,1.54,3.46
Elite,RSC006904,lettuce,Sauntering Slugs,Speed Demons,Lunar,N/A,81.1,42,0.595,25,17,15,17984,10590,7394,49,24,61,144,0.340,428.17,1.17,0.57,1.45,3.43
Elite,RSC006468,AlphaChuck,Sloths,The Jungle,Solar,N/A,44.08,30,0.533,16,14,3,10089,5520,4569,21,12,40,82,0.256,336.30,0.70,0.40,1.33,2.73
Elite,RSC000579,Crypt_RL,Sloths,The Jungle,Solar,N/A,55.01,62,0.629,39,23,13,22671,12350,10321,46,37,85,165,0.279,365.66,0.74,0.60,1.37,2.66
Elite,RSC006087,DoorTK,Sloths,The Jungle,Solar,N/A,77.52,56,0.661,37,19,18,23739,13480,10259,59,42,78,158,0.373,423.91,1.05,0.75,1.39,2.82
Elite,RSC000235,zack,Sloths,The Jungle,Solar,N/A,65.45,63,0.635,40,23,9,23111,13900,9211,59,42,79,195,0.303,366.84,0.94,0.67,1.25,3.10
Elite,RSC006484,Ahmed_SA23,Sperm Whales,Whale Defense,N/A,N/A,31.02,12,0.583,7,5,1,3427,1820,1607,5,9,13,22,0.227,285.58,0.42,0.75,1.08,1.83
Elite,RSC006484,Ahmed_SA23,Sperm Whales,Whale Defense,N/A,N/A,31.63,12,0.750,9,4,0,3427,1540,1887,5,6,9,29,0.172,285.58,0.42,0.75,1.08,1.83
Elite,RSC007328,Captain_CleanRL,Sperm Whales,Whale Defense,N/A,N/A,109.65,8,1.000,8,0,4,3808,2260,1548,8,9,13,36,0.222,476.00,1.00,1.13,1.63,4.50
Elite,RSC007328,Captain_CleanRL,Sperm Whales,Whale Defense,N/A,N/A,117.35,8,3.125,25,14,14,3808,8900,-5092,39,25,53,110,0.355,476.00,1.00,1.13,1.63,4.50
Elite,RSC004843,Colossal Beast,Stoked Blokes,Vibe Tribe,Lunar,N/A,51.51,20,0.300,6,14,3,6786,3990,2796,18,12,22,49,0.367,339.30,0.90,0.60,1.10,2.45
Elite,RSC007269,Navik,Stoked Blokes,Vibe Tribe,Lunar,N/A,59.85,50,0.460,23,27,6,18518,10770,7748,39,33,76,142,0.275,370.36,0.78,0.66,1.52,2.84
Elite,RSC007067,ThyChad_,Stoked Blokes,Vibe Tribe,Lunar,N/A,82.18,56,0.500,28,28,13,23848,14260,9588,56,42,92,196,0.286,425.84,1.00,0.75,1.64,3.50
Elite,RSC003255,cozyboy,Stoked Blokes,Vibe Tribe,Lunar,N/A,-24.31,4,0.500,2,2,0,683,220,463,1,0,2,2,0.500,170.75,0.25,0.00,0.50,0.50
Elite,RSC003255,cozyboy,Stoked Blokes,Vibe Tribe,Lunar,N/A,-16.17,4,2.750,11,8,3,683,2900,-2217,12,8,19,35,0.343,170.75,0.25,0.00,0.50,0.50
Elite,RSC004734,siiderij23,Stoked Blokes,Vibe Tribe,Lunar,N/A,65.52,42,0.524,22,20,8,16066,9410,6656,43,29,52,106,0.406,382.52,1.02,0.69,1.24,2.52
Elite,RSC003505,G,Summoned,Destined,Solar,N/A,45.6,62,0.468,29,33,9,21195,11060,10135,42,39,71,136,0.309,341.85,0.68,0.63,1.15,2.19
Elite,RSC003981,Rhino,Summoned,Destined,Solar,N/A,50.78,60,0.467,28,32,6,21071,11370,9701,47,39,67,137,0.343,351.18,0.78,0.65,1.12,2.28
Elite,RSC005373,dvorl.ttv,Summoned,Destined,Solar,N/A,46.27,22,0.409,9,13,3,7323,4150,3173,17,10,27,60,0.283,332.86,0.77,0.46,1.23,2.73
Elite,RSC002184,highii2k,Summoned,Destined,Solar,N/A,42.56,23,0.565,13,10,7,7964,4530,3434,15,9,41,53,0.283,346.22,0.65,0.39,1.78,2.30
Elite,RSC006723,ROCK_Sause,Teddy Bears,The Bear Den,Lunar,N/A,66.18,56,0.607,34,22,16,22338,13330,9008,46,41,106,138,0.333,398.89,0.82,0.73,1.89,2.46
Elite,RSC007142,VolticVibes,Teddy Bears,The Bear Den,Lunar,N/A,65.78,41,0.585,24,17,4,16186,9570,6616,38,24,69,112,0.339,394.78,0.93,0.59,1.68,2.73
Elite,RSC000714,duffy,Teddy Bears,The Bear Den,Lunar,N/A,54.2,64,0.547,35,29,13,22520,12330,10190,53,37,68,178,0.298,351.86,0.83,0.58,1.06,2.78
Elite,RSC003360,flossy,Teddy Bears,The Bear Den,Lunar,N/A,31.71,23,0.391,9,14,1,7062,3680,3382,13,9,28,53,0.245,307.04,0.57,0.39,1.22,2.30
Elite,RSC005872,Ditto,Thrashers,The Pit,Lunar,N/A,61.26,30,0.633,19,11,6,11401,6300,5101,26,19,39,80,0.325,380.03,0.87,0.63,1.30,2.67
Elite,RSC000774,Earth,Thrashers,The Pit,Lunar,N/A,71.04,47,0.681,32,15,12,18148,10850,7298,43,33,67,155,0.277,386.11,0.92,0.70,1.43,3.30
Elite,RSC006952,nave,Thrashers,The Pit,Lunar,N/A,88.8,47,0.596,28,19,16,20145,12090,8055,60,39,52,154,0.390,428.60,1.28,0.83,1.11,3.28
Elite,RSC002729,snugwee wigglebean,Thrashers,The Pit,Lunar,N/A,49.46,62,0.661,41,21,7,20420,11750,8670,43,41,75,165,0.261,329.34,0.69,0.66,1.21,2.66
Elite,RSC003799,Armo27,Vortex Vesper,5 O'clock Nowhere,Solar,N/A,35.69,36,0.444,16,20,4,11389,6080,5309,22,17,45,78,0.282,316.36,0.61,0.47,1.25,2.17
Elite,RSC002178,ByuN,Vortex Vesper,5 O'clock Nowhere,Solar,N/A,48.93,48,0.500,24,24,10,16549,9100,7449,31,28,66,130,0.238,344.77,0.65,0.58,1.38,2.71
Elite,RSC006259,mojomo,Vortex Vesper,5 O'clock Nowhere,Solar,N/A,53.55,60,0.533,32,28,10,21903,12290,9613,51,26,85,164,0.311,365.05,0.85,0.43,1.42,2.73
Elite,RSC006637,nekodah,Vortex Vesper,5 O'clock Nowhere,Solar,N/A,27.59,36,0.528,19,17,3,10390,5320,5070,17,16,40,82,0.207,288.61,0.47,0.44,1.11,2.28
Elite,RSC004109,Hawkish,Werewolves,The Forest,Solar,N/A,17.63,2,0.500,1,1,0,473,240,233,1,1,1,4,0.250,236.50,0.50,0.50,0.50,2.00
Elite,RSC004109,Hawkish,Werewolves,The Forest,Solar,N/A,35.73,2,5.500,11,31,1,473,6540,-6067,23,18,46,104,0.221,236.50,0.50,0.50,0.50,2.00
Elite,RSC005836,Foe,Wheelchairs,The Quad Dynasty,Lunar,N/A,21.67,26,0.423,11,15,0,7410,3780,3630,11,12,33,43,0.256,285.00,0.42,0.46,1.27,1.65
Elite,RSC007261,granwee wigglebean,Wheelchairs,The Quad Dynasty,Lunar,N/A,46.53,42,0.643,27,15,8,14060,7800,6260,27,27,55,100,0.270,334.76,0.64,0.64,1.31,2.38
Elite,RSC007099,gumwee wigglebean,Wheelchairs,The Quad Dynasty,Lunar,N/A,77.21,61,0.623,38,23,20,25422,14890,10532,72,36,80,189,0.381,416.74,1.18,0.59,1.31,3.10
Elite,RSC005385,wigglebean wrangler,Wheelchairs,The Quad Dynasty,Lunar,N/A,62.6,63,0.603,38,25,10,23913,13650,10263,53,40,91,180,0.294,379.57,0.84,0.64,1.44,2.86
Elite,RSC000666,AEB311,Wyverns,The Forest,Solar,N/A,56.59,62,0.484,30,32,11,22820,12620,10200,52,35,80,167,0.311,368.06,0.84,0.57,1.29,2.69
Elite,RSC005024,SSpekky,Wyverns,The Forest,Solar,N/A,60.4,64,0.484,31,33,13,24095,13390,10705,50,40,90,189,0.265,376.47,0.78,0.63,1.41,2.95
Elite,RSC004889,Steeltoehammer,Wyverns,The Forest,Solar,N/A,47.16,41,0.366,15,26,5,14127,7730,6397,27,21,57,113,0.239,344.56,0.66,0.51,1.39,2.76
Master,RSC000329,Melted,Basilisks,The Forest,N/A,N/A,20.53,53,0.245,13,40,4,15303,7900,7403,35,15,52,105,0.333,288.72,0.66,0.28,0.98,1.98
Master,RSC004131,Poptart Pounder,Basilisks,The Forest,N/A,N/A,39.13,32,0.250,8,24,4,10629,5770,4859,26,14,36,67,0.388,332.13,0.81,0.44,1.13,2.09
Master,RSC001055,Scotti,Basilisks,The Forest,N/A,N/A,5.8,16,0.188,3,13,0,3995,1870,2125,4,9,15,27,0.148,249.63,0.25,0.56,0.94,1.69
Master,RSC000408,Xero,Basilisks,The Forest,N/A,N/A,41.59,46,0.239,11,35,2,16685,9180,7505,25,25,91,88,0.284,362.70,0.54,0.54,1.98,1.91
Master,RSC006362,Dizzy,Brazen Barracuda,The Reef,N/A,N/A,62.64,37,0.649,24,13,10,13441,7610,5831,29,24,52,91,0.319,363.27,0.78,0.65,1.41,2.46
Master,RSC005100,Fluffy,Brazen Barracuda,The Reef,N/A,N/A,74.01,56,0.571,32,24,11,21750,12430,9320,53,33,75,173,0.306,388.39,0.95,0.59,1.34,3.09
Master,RSC002944,PayloSoul,Brazen Barracuda,The Reef,N/A,N/A,58.94,52,0.596,31,21,6,18168,10620,7548,44,26,70,142,0.310,349.37,0.85,0.50,1.35,2.73
Master,RSC004132,rob,Brazen Barracuda,The Reef,N/A,N/A,36.51,33,0.485,16,17,5,10551,5540,5011,17,14,47,79,0.215,319.70,0.52,0.42,1.42,2.39
Master,RSC007046,Juhstohh,Care Bears,The Bear Den,N/A,N/A,69.65,40,0.600,24,16,10,15382,8790,6592,33,24,63,114,0.289,384.53,0.83,0.60,1.58,2.85
Master,RSC000777,Marcus.,Care Bears,The Bear Den,N/A,N/A,60.95,36,0.556,20,16,4,12513,7430,5083,27,27,49,93,0.290,347.58,0.75,0.75,1.36,2.58
Master,RSC004796,Pissko,Care Bears,The Bear Den,N/A,N/A,84.05,39,0.641,25,14,12,15808,9200,6608,43,33,46,95,0.453,405.33,1.10,0.85,1.18,2.44
Master,RSC001211,liwee wigglebean,Care Bears,The Bear Den,N/A,N/A,79.72,51,0.608,31,20,9,20020,11770,8250,56,37,59,137,0.409,392.53,1.10,0.73,1.16,2.69
Master,RSC007196,Blackjack,Free Agent,Free Agent,N/A,N/A,29.51,13,0.077,1,12,1,4299,2120,2179,8,4,16,32,0.250,330.69,0.62,0.31,1.23,2.46
